Mean performance on the last batch at each run 
PMAUC, WAUC, EWAUC, G-mean 
0.48489376788281924, 0.5059790302179519, 0.48111337417129685, 0.0, 
0.5027137601917181, 0.5222609281538588, 0.5064003410923678, 0.0, 
0.45253704985154397, 0.4482206832603851, 0.46137341773887114, 0.0, 
0.4615588436830221, 0.46394699229269476, 0.4512117828783216, 0.0, 
0.48460680758304564, 0.4836164722759918, 0.49021889928281925, 0.0, 
0.4918476925029018, 0.5140446855671371, 0.4970771469090927, 0.0, 
0.5248607091993722, 0.5149184311342363, 0.5294430247701182, 0.0, 
0.44035420572543577, 0.45939676026429555, 0.43861299559938005, 0.0, 
0.4791454102428284, 0.45992807391328844, 0.4787816430276681, 0.0, 
0.560890645222135, 0.5785564646431863, 0.5587965056536431, 0.0, 
0.5043228441377867, 0.47583227243645726, 0.5041379728974513, 0.0, 
0.508243362875327, 0.5098385109468583, 0.512351321785142, 0.0, 
0.4610565393928542, 0.4790996439387145, 0.4599881240175958, 0.0, 
0.46779437262995954, 0.4782960606634904, 0.46690920958500787, 0.0, 
0.494298625588918, 0.5014568531889552, 0.4967263075938765, 0.0, 
0.4364956361793751, 0.4672760853119723, 0.44088849541951447, 0.0, 
0.41366399675417653, 0.43260987950827084, 0.4214761353773101, 0.0, 
0.42853776746575584, 0.42940202590960413, 0.433653127464471, 0.0, 
0.48203113363744815, 0.47412086808336346, 0.4894320645950788, 0.0, 
0.5169341051952362, 0.5438143529808755, 0.5185763390623394, 0.0, 
0.43396334525610986, 0.42695557886093455, 0.4369643658375534, 0.0, 
0.4274767401004805, 0.43726324314400417, 0.4276602881359156, 0.0, 
0.48102233692024915, 0.48723881422486826, 0.47953233566601416, 0.0, 
0.4673892200877897, 0.45695470489515316, 0.46543509965321295, 0.0, 
0.4940606622460252, 0.47445481922341526, 0.491384172106628, 0.0, 
0.43687083242039576, 0.4460382637837382, 0.4380288610609993, 0.0, 
0.4960503682992848, 0.4951811630126573, 0.49928439788184104, 0.0, 
0.4591605216430349, 0.44826604917899554, 0.45770736669022705, 0.0, 
0.49716837179215906, 0.49682363535020935, 0.5024581797766937, 0.0, 
0.4466535540125749, 0.45973082988603414, 0.4471050954139998, 0.0, 
0.4746339746730246, 0.4855769353257436, 0.47682818761250867, 0.0, 
0.4787019551935875, 0.4828098810750765, 0.47803063782817123, 0.0, 
0.4297014176227047, 0.4351632307193491, 0.43464835905124705, 0.0, 
0.49379213353291707, 0.4914086705000383, 0.4857745051470839, 0.0, 
0.4750283899220747, 0.46416489283212176, 0.4776634567300921, 0.0, 
0.47033202047272227, 0.45803237676832587, 0.478007278914034, 0.0, 
0.4393724882920618, 0.4534818939976749, 0.4366731422934588, 0.0, 
0.4558354543928425, 0.46514219039912996, 0.4550762340846419, 0.0, 
0.42665656905817206, 0.42349505949465377, 0.4333707210114225, 0.0, 
0.45452922451573113, 0.45701662298098533, 0.4615850256341197, 0.0, 
0.47056937310491087, 0.46431962425155837, 0.47237991890316333, 0.0, 
0.469480806398983, 0.4717943478001271, 0.46424748955723505, 0.0, 
0.5171223904179749, 0.5006646524332171, 0.5132463611175027, 0.0, 
0.41367680733502715, 0.43082516311375973, 0.4185524977144984, 0.0, 
0.42710230999514076, 0.41852147517684757, 0.42951687966579627, 0.0, 
0.4961117011602942, 0.490730567113755, 0.49573329179487313, 0.0, 
0.4868823785722627, 0.5051757841844076, 0.4849740382881365, 0.0, 
0.4432381451131757, 0.46051587480331063, 0.4432406698733548, 0.0, 
0.4832673325781547, 0.4708856600584651, 0.48416267607870267, 0.0, 
0.4663897035727573, 0.4660085242889044, 0.4661538800175619, 0.0, 
